Bank,State,City,Branch,Address,Pincode,Latitude,Longitude
IndusInd Bank,Maharashtra,Ratnagiri,Specialised Br Ratnagiri,"First Floor, F-7, DYS Plaza,  Maruti Mandir, Ratnagiri, Maharashtra 415612",415612,16.9901782,73.3157186
IndusInd Bank,Karnataka,BANGALORE URBAN,"Akshayanagar, Bangalore","GROUND FLOOR, DOOR NO 53, KHATA No 175, YELANAHALLI MAIN ROAD AKSHAYANAGAR BANGALORE - 560068  KARNATAKA",560068,12.87365,77.61675
IndusInd Bank,Tamil Nadu,Chennai,Annanagar - Chennai,"AL Complex, W 115 A, 3rd Avenue, Anna Nagar - East - 600040, Tamil Nadu",600040,13.0864,80.21767
IndusInd Bank,Uttarakhand,Dehradun,Rishikesh,"Ground Floor, MPL No. 33, Khasara No. 68/3, Dehradun Road, Rishikesh, Uttarakhand, Pincode: 249201",249201,30.11174,78.294693
IndusInd Bank,Haryana,Kurukshetra,BAGTHALA,"Ground Floor, VPO- Bagthala, Tehsil- Thanesar, Dist- Kurushetra, Haryana- 136119, Haryana",136119,30.000026,76.731318
IndusInd Bank,Jammu & Kashmir,Udhampur,"Udhampur, Jammu & Kashmir","Upper Ground Floor, Ward No. 15, Venus Chowk, Dhar Road, Udhampur,  District Udhampur, UT: Jammu and Kashmir, PIN:182101",182101,32.9165507,75.1305043
IndusInd Bank,Haryana,Bhiwani,Specialised Br Tosham,"Ground floor, House No 2363, Opp HDFC Bank Ltd, Siwani Road VPO Tosham, Bhiwani, Haryana 127040",127040,28.867257,75.916038
IndusInd Bank,Punjab,Patiala,Patiala,"S.C.O. 11 Ground Floor, Chotti Baradari, Bank Square, Backside Narayan Continental, Patiala 147001",147001,30.337342,76.394913
IndusInd Bank,Gujarat,Baroda (Vadodara),"Akota, Baroda","Ground and First Floor, Shreeji Business Hub,  #66/A, Shreenagar Society, BPC Road, Akota, Vadodara -390 020, Gujarat",,22.31761,73.18262
IndusInd Bank,NCT of Delhi,Central Delhi,"Darya Ganj, New Delhi","Ground Floor, No. 28, Block F, Faiz Bazaar, Netaji Subhas Marg, Darya Ganj, New Delhi – 110002",110002,28.643367,77.24063
IndusInd Bank,Uttarakhand,Champawat,"Champawat, Uttarakhand","Ground Floor, Sangam Hotel, Near Shant Bazar, Pithoragarh Road, Champawat, District Champawat- 262523, Uttarakhand",262523,29.335972,80.091202
IndusInd Bank,Punjab,Fazilka,Fazilka,"Ground Floor, House No. 545, Near Krishna Gali, Gowshalla Road, Arya Nagar, Fazilka -152123, Dist: Ferozpur, Punjab",152123,30.402923,74.028025
IndusInd Bank,Karnataka,Bangalore Rural,Devanahalli,"Parvatheswara Complex, D B Cross, BB Road, opposite Jain Temple, Devenahalli, Bangalore- 562110, Karnataka, Karnataka",562110,13.25646,77.71696
IndusInd Bank,Tamil Nadu,Thirupathur,Specialised Br Ambur,"No.12, Samiyar Madam Street, Bye pass Road, Ambur, Tamil Nadu 635802",635802,12.784289,78.710938
IndusInd Bank,Tamil Nadu,Chennai,"Royapettah, Chennai",Upper Ground  First Floor Door No.151(old door no.90) Avvai Shanmugam Salai (earlier known as Lloyds Road) Royapettah Chennai-600 014 Tamil Nadu,,13.047852,80.264526
IndusInd Bank,Karnataka,Bangalore Urban,"SanjayNagar, Bangalore","Ground Floor, No. 1A Block, CIL Layout, Sanjay Nagar, Main Road, Bengaluru, Karnataka - 560094",560094,13.033765,77.575008
IndusInd Bank,Gujarat,Baroda (Vadodara),Baroda - Waghodia,"Shop 3,Ground Floor .K. AvenuePlot 6,7 & 8,Amar Park Society,Near Zaver Nagar,Near Uma Char Rasta,Waghodia,Vadodra,Gujarat, Gujarat",,22.30036,73.23342
IndusInd Bank,ANDHRA PRADESH,Vizianagaram,Vizianagaram,"MIG-165,GROUND FLOOR, BABA METTA, VIZIYANAGARAM - 535002  ANDHRA PRADESH",535002,18.1115952,83.4217766
IndusInd Bank,Odisha,Kendujhar (Keonjhar),Kendujhar Town,"Ground Floor, Plot No 590,  Pabitradiha, Kamargadia,  Keonjhar, Orissa 758 001, Orissa",,21.6404,85.60847
IndusInd Bank,Tamil Nadu,Tiruchirappalli,Madurai Road Tiruchirappalli (Trichy),"Ground Floor (UGF), Premises No.19, Shri Ambigai Complex, Madurai Road, Trichy (Tiruchirappalli) Pincode 620008 Tamil Nadu",620008,10.821072,78.690408
IndusInd Bank,GUJARAT,NAVSARI,"Station Road, Navsari","GROUND FLOOR, A- NIRMAL COMPLEX, SANDHKUVA, NAVSARI - 396445 GUJRAT",396445,20.951531,72.921284
IndusInd Bank,Punjab,Patiala,Samana,"Ground Floor, Khasra No. 894/898, Agarsain Chowk, Samana, District Patiala, Punjab Pin 147101",147101,30.156935,76.208367
IndusInd Bank,West Bengal,Murshidabad,Specialised Br Dhuliyan,"Duckbunglow More, Pakur Road, Near SBI Bank Building, PO Dhuliyan, District Murshidabad, West Bengal 742202",742202,24.655042,87.941858
IndusInd Bank,Maharashtra,Solapur,DARGAN HALLI,"Ground Floor,A/T.Post : Darghanalli Tal : South Solapur Dist  Solapur. Dargan Halli, Maharashtra - 413002.",413002,17.686965,76.026376
IndusInd Bank,Punjab,Jalandhar,Jalandhar Chhoti Baradari,"Ground Floor, SCS 63 & 64, Chhoti Baradari Part-II, Jalandhar, Punjab",,31.304984,75.592093
IndusInd Bank,Haryana,Panchkula,"Sector 7, Panchkula","Ground & Basement Floor, SCO No. 75, Sector-7, Panchkula, Haryana PANCHKULA HARYANA 134114",134114,30.70687,76.845153
IndusInd Bank,Haryana,Faridabad,Faridabad,"SCO no. 10, Sector - 16, HUDA Commercial Complex, Faridabad - 121 002, Haryana,Haryana",,28.41165,77.32
